File: airs-bp
Type: alloc_objects
Time: Aug 10, 2023 at 7:13pm (UTC)
Showing nodes accounting for 6011637, 83.04% of 7239195 total
Dropped 418 nodes (cum <= 36195)
      flat  flat%   sum%        cum   cum%
         0     0% 83.04%     312603  4.32%  github.com/voedger/voedger/pkg/state.(*viewRecordsKeyBuilder).Equals
         0     0% 83.04%     785947 10.86%  github.com/voedger/voedger/pkg/state.(*viewRecordsStorage).ApplyBatch
         0     0% 83.04%     133023  1.84%  github.com/voedger/voedger/pkg/state.(*viewRecordsStorage).Get
         0     0% 83.04%     266279  3.68%  github.com/voedger/voedger/pkg/state.(*viewRecordsValueBuilder).Build (inline)
         0     0% 83.04%      60444  0.83%  github.com/voedger/voedger/pkg/sys.Provide
         0     0% 83.04%     272371  3.76%  github.com/voedger/voedger/pkg/sys/journal.glob..func1
         0     0% 83.04%     330364  4.56%  github.com/voedger/voedger/pkg/vvm.ProvideCluster
         0     0% 83.04%     289583  4.00%  github.com/voedger/voedger/pkg/vvm.ProvideVVM
         0     0% 83.04%     221338  3.06%  github.com/voedger/voedger/pkg/vvm.VVMAppsBuilder.Build
         0     0% 83.04%      38230  0.53%  github.com/voedger/voedger/pkg/vvm.buildSchemasASTs
         0     0% 83.04%      80136  1.11%  github.com/voedger/voedger/pkg/vvm.provideAppsWSAmounts
         0     0% 83.04%     250524  3.46%  github.com/voedger/voedger/pkg/vvm.provideSubjectGetterFunc.func1
         0     0% 83.04%     206318  2.85%  github.com/voedger/voedger/pkg/vvm.provideVVMApps (inline)
         0     0% 83.04%     339237  4.69%  net/http.(*conn).serve
         0     0% 83.04%     192093  2.65%  net/http.HandlerFunc.ServeHTTP
         0     0% 83.04%     226867  3.13%  net/http.serverHandler.ServeHTTP
         0     0% 83.04%      41412  0.57%  runtime/pprof.(*profileBuilder).appendLocsForStack
         0     0% 83.04%      41412  0.57%  runtime/pprof.(*profileBuilder).build
         0     0% 83.04%      41412  0.57%  runtime/pprof.profileWriter
         0     0% 83.04%     566405  7.82%  sync.(*Pool).Get
