File: airs-bp
Type: alloc_objects
Time: Aug 9, 2023 at 3:45pm (UTC)
Showing nodes accounting for 5791629, 90.50% of 6399636 total
Dropped 328 nodes (cum <= 31998)
      flat  flat%   sum%        cum   cum%
         0     0% 90.50%     348123  5.44%  github.com/voedger/voedger/pkg/state.(*bundledHostState).CanExist
         0     0% 90.50%     224801  3.51%  github.com/voedger/voedger/pkg/state.(*bundledHostState).FlushBundles
         0     0% 90.50%      43692  0.68%  github.com/voedger/voedger/pkg/state.(*bundledHostState).FlushBundles.func1
         0     0% 90.50%     564274  8.82%  github.com/voedger/voedger/pkg/state.(*hostState).ApplyIntents
         0     0% 90.50%     362413  5.66%  github.com/voedger/voedger/pkg/state.(*hostState).CanExist
         0     0% 90.50%     298088  4.66%  github.com/voedger/voedger/pkg/state.(*hostState).KeyBuilder
         0     0% 90.50%      76863  1.20%  github.com/voedger/voedger/pkg/state.(*hostState).MustExist
         0     0% 90.50%     118641  1.85%  github.com/voedger/voedger/pkg/state.(*hostState).NewValue
         0     0% 90.50%     127571  1.99%  github.com/voedger/voedger/pkg/state.(*hostState).UpdateValue
         0     0% 90.50%     127571  1.99%  github.com/voedger/voedger/pkg/state.(*recordsStorage).ProvideValueBuilderForUpdate
         0     0% 90.50%     246804  3.86%  github.com/voedger/voedger/pkg/state.(*viewRecordsKeyBuilder).Equals
         0     0% 90.50%     261792  4.09%  github.com/voedger/voedger/pkg/state.(*viewRecordsStorage).Get
         0     0% 90.50%     169822  2.65%  github.com/voedger/voedger/pkg/state.(*viewRecordsValueBuilder).Build (inline)
         0     0% 90.50%     169822  2.65%  github.com/voedger/voedger/pkg/state.(*viewRecordsValueBuilder).BuildValue
         0     0% 90.50%     161932  2.53%  github.com/voedger/voedger/pkg/sys/journal.glob..func1
         0     0% 90.50%     314089  4.91%  github.com/voedger/voedger/pkg/vvm.ProvideCluster
         0     0% 90.50%     209914  3.28%  github.com/voedger/voedger/pkg/vvm.ProvideVVM
         0     0% 90.50%     290078  4.53%  github.com/voedger/voedger/pkg/vvm.VVMAppsBuilder.Build
         0     0% 90.50%      33823  0.53%  github.com/voedger/voedger/pkg/vvm.provideAppsWSAmounts
         0     0% 90.50%     106342  1.66%  github.com/voedger/voedger/pkg/vvm.provideSubjectGetterFunc.func1
         0     0% 90.50%     250920  3.92%  github.com/voedger/voedger/pkg/vvm.provideVVMApps (inline)
         0     0% 90.50%     183914  2.87%  net/http.(*conn).serve
         0     0% 90.50%     137727  2.15%  net/http.HandlerFunc.ServeHTTP
         0     0% 90.50%     157981  2.47%  net/http.serverHandler.ServeHTTP
         0     0% 90.50%      65536  1.02%  reflect.Value.Convert
         0     0% 90.50%      65536  1.02%  reflect.cvtBytesString
         0     0% 90.50%      65536  1.02%  reflect.makeString
         0     0% 90.50%      49152  0.77%  strings.Split (inline)
         0     0% 90.50%     708342 11.07%  sync.(*Pool).Get
