File: airs-bp
Type: alloc_objects
Time: Aug 24, 2023 at 6:15pm (UTC)
Showing nodes accounting for 5924999, 83.87% of 7064896 total
Dropped 381 nodes (cum <= 35324)
      flat  flat%   sum%        cum   cum%
         0     0% 83.87%     295626  4.18%  github.com/voedger/voedger/pkg/state.(*bundledHostState).FlushBundles
         0     0% 83.87%     574173  8.13%  github.com/voedger/voedger/pkg/state.(*hostState).ApplyIntents
         0     0% 83.87%     512053  7.25%  github.com/voedger/voedger/pkg/state.(*hostState).CanExist
         0     0% 83.87%     220687  3.12%  github.com/voedger/voedger/pkg/state.(*hostState).KeyBuilder
         0     0% 83.87%     113464  1.61%  github.com/voedger/voedger/pkg/state.(*hostState).MustExist
         0     0% 83.87%     157494  2.23%  github.com/voedger/voedger/pkg/state.(*hostState).NewValue
         0     0% 83.87%      86777  1.23%  github.com/voedger/voedger/pkg/state.(*hostState).UpdateValue
         0     0% 83.87%      86777  1.23%  github.com/voedger/voedger/pkg/state.(*recordsStorage).ProvideValueBuilderForUpdate
         0     0% 83.87%     214946  3.04%  github.com/voedger/voedger/pkg/state.(*viewRecordsKeyBuilder).Equals
         0     0% 83.87%     335209  4.74%  github.com/voedger/voedger/pkg/state.(*viewRecordsStorage).Get
         0     0% 83.87%     138433  1.96%  github.com/voedger/voedger/pkg/state.(*viewRecordsValueBuilder).Build (inline)
         0     0% 83.87%     138433  1.96%  github.com/voedger/voedger/pkg/state.(*viewRecordsValueBuilder).BuildValue
         0     0% 83.87%     138496  1.96%  github.com/voedger/voedger/pkg/sys.Provide
         0     0% 83.87%      36456  0.52%  github.com/voedger/voedger/pkg/sys/authnz.Provide (inline)
         0     0% 83.87%      70683  1.00%  github.com/voedger/voedger/pkg/sys/authnz/workspace.qcwbnQryExec
         0     0% 83.87%     113883  1.61%  github.com/voedger/voedger/pkg/sys/journal.glob..func1
         0     0% 83.87%     733974 10.39%  github.com/voedger/voedger/pkg/vvm.ProvideCluster
         0     0% 83.87%     658379  9.32%  github.com/voedger/voedger/pkg/vvm.ProvideVVM
         0     0% 83.87%     711660 10.07%  github.com/voedger/voedger/pkg/vvm.VVMAppsBuilder.Build
         0     0% 83.87%     393675  5.57%  github.com/voedger/voedger/pkg/vvm.buildSchemasASTs
         0     0% 83.87%     191772  2.71%  github.com/voedger/voedger/pkg/vvm.provideSubjectGetterFunc.func1
         0     0% 83.87%     688995  9.75%  github.com/voedger/voedger/pkg/vvm.provideVVMApps (inline)
         0     0% 83.87%     257930  3.65%  net/http.(*conn).serve
         0     0% 83.87%     126495  1.79%  net/http.HandlerFunc.ServeHTTP
         0     0% 83.87%     174696  2.47%  net/http.serverHandler.ServeHTTP
         0     0% 83.87%      65536  0.93%  reflect.(*rtype).Field
         0     0% 83.87%     581298  8.23%  sync.(*Pool).Get
